0.1294830,-0.5770835,2.6473512
0.1189821,-0.3710853,2.4563538
0.1266502,-0.1647382,2.2653564
0.1542819,0.0372337,2.0743590
0.2036719,0.2301065,1.8833616
0.2766146,0.4091561,1.6923642
0.3749045,0.5696585,1.5013667
0.5083183,0.7155877,1.6054620
0.6683780,0.8382683,1.7725728
0.8454140,0.9389047,1.9396836
1.0312625,1.0207472,2.1067944
1.2177599,1.0870466,2.2739052
1.4012467,1.1423284,2.4353819
1.6120496,1.1978326,2.5407695
1.8069066,1.2409522,2.6461572
1.9938445,1.2744956,2.7515448
2.1808902,1.3012714,2.8569324
2.3635654,1.3226322,2.9607480
2.5488488,1.3401383,3.0636568
2.7439008,1.3537488,3.1665656
2.9491635,1.3625457,3.2694744
3.1650793,1.3656111,3.3723832
3.3559010,1.3630769,3.4649242
3.5391462,1.3562534,3.5530951
3.7297267,1.3449445,3.6412660
3.9279593,1.3289771,3.7294369
4.1341607,1.3081776,3.8176077
4.3486476,1.2823727,3.9057786
4.5580268,1.2534110,3.9894003
4.7500380,1.2239405,4.0651442
4.9461000,1.1914099,4.1408881
5.1446816,1.1562808,4.2166320
5.3442514,1.1190145,4.2923759
5.5432779,1.0800726,4.3681198
5.7402300,1.0399166,4.4438637
5.9335760,0.9990079,4.5196076
6.1408722,0.9535396,4.5297967
6.3469120,0.9065832,4.5214488
6.5464486,0.8592576,4.5131008
6.7397637,0.8114914,4.5047529
6.9271393,0.7632134,4.4964049
7.1088573,0.7143523,4.4880569
7.2876804,0.6641246,4.4720859
7.4919026,0.6038588,4.3586854
7.6889543,0.5422630,4.2452848
7.8789798,0.4790592,4.1318843
8.0621236,0.4139694,4.0184838
8.2385302,0.3467157,3.9050833
8.4226378,0.2709215,3.8225614
8.6144078,0.1851597,3.7750707
8.7966821,0.0967035,3.7275800
8.9692103,0.0061886,3.6800893
9.1317419,-0.0857495,3.6325987
9.2908443,-0.1826703,3.5192332
9.4471240,-0.2839492,3.3819536
9.6066613,-0.3911875,3.2446739
9.7779931,-0.5074236,3.1073943
9.9599217,-0.6292901,2.9253787
10.1298180,-0.7441245,2.6146338
10.2993728,-0.8696426,2.3038888
10.4541989,-1.0067727,1.9931439
10.5799092,-1.1564435,1.6823990
10.6621167,-1.3195835,1.3716540
10.6882788,-1.4987378,1.4365312
10.6596237,-1.6868939,1.6117857
10.5863923,-1.8747501,1.7870403
10.4790844,-2.0536234,1.9622948
10.3481998,-2.2148306,2.1375493
10.1948461,-2.3573151,2.2866292
10.0189537,-2.4766558,2.3924299
9.8390324,-2.5654232,2.4982306
9.6586227,-2.6328446,2.6040313
9.4812652,-2.6881475,2.7098320
9.2950632,-2.7444636,2.8615953
9.1086368,-2.8017068,3.0283267
8.9211026,-2.8587058,3.1950580
8.7265202,-2.9157657,3.3617894
8.5436569,-2.9665737,3.5047073
8.3648466,-3.0133997,3.6328228
8.1756289,-3.0599432,3.7609384
7.9758310,-3.1058315,3.8890539
7.7652802,-3.1506916,4.0171695
7.5702679,-3.1891495,4.1194052
7.3901920,-3.2220219,4.1993094
7.2028736,-3.2534584,4.2792136
7.0079809,-3.2831510,4.3591178
6.8051822,-3.3107919,4.4390220
6.5941457,-3.3360729,4.5189262
6.3759974,-3.3585484,4.5959417
6.1838968,-3.3753755,4.6069899
5.9869677,-3.3899576,4.6180382
5.7866645,-3.4021693,4.6290865
5.5844415,-3.4118858,4.6401347
5.3817531,-3.4189819,4.6511830
5.1800536,-3.4233326,4.6622313
4.9807974,-3.4248127,4.6732795
4.7775502,-3.4231711,4.6517842
4.5654305,-3.4177167,4.5710472
4.3589711,-3.4084247,4.4903102
4.1579110,-3.3952860,4.4095731
3.9619889,-3.3782918,4.3288361
3.7709436,-3.3574331,4.2480991
3.5845141,-3.3327009,4.1673621
3.3901664,-3.3019900,4.0878799
3.1866063,-3.2639987,4.0098654
2.9884336,-3.2207648,3.9318509
2.7955343,-3.1722068,3.8538364
2.6077940,-3.1182435,3.7758219
2.4250987,-3.0587936,3.6978074
2.2414915,-2.9915058,3.6292293
2.0561702,-2.9150332,3.5718833
1.8759334,-2.8313055,3.5145373
1.7004239,-2.7397775,3.4571913
1.5292843,-2.6399040,3.3998453
1.3621573,-2.5311399,3.3424993
1.2029893,-2.4160595,3.2406526
1.0493460,-2.2921413,3.1315957
0.9022348,-2.1585243,3.0225388
0.7633408,-2.0148122,2.9134819
0.6343494,-1.8606086,2.8044250
0.5175180,-1.6963966,2.7057520
0.4184566,-1.5301649,2.7057520
0.3320397,-1.3547433,2.7057520
0.2591004,-1.1709280,2.7057520
0.2004723,-0.9795153,2.7057520
0.1569887,-0.7813017,2.7057520
0.1294830,-0.5770835,2.6473512
