-5.3041651,1.5214787,1.7255889
-5.2666328,1.7209102,1.8243405
-5.2022014,1.9129289,1.9230920
-5.1157041,2.0947951,2.0218436
-5.0119745,2.2637688,2.1205952
-4.8958459,2.4171103,2.2193467
-4.7686062,2.5555869,2.3154721
-4.6154976,2.6900716,2.3963125
-4.4552828,2.7998761,2.4771530
-4.2860267,2.8891292,2.5579934
-4.1057939,2.9619599,2.6388338
-3.9202584,3.0203630,2.7064795
-3.7478414,3.0638567,2.7311962
-3.5652303,3.0999956,2.7559130
-3.3723585,3.1280214,2.7806298
-3.1691590,3.1471756,2.8053465
-2.9555650,3.1566998,2.8300633
-2.7429118,3.1561355,2.7577334
-2.5420301,3.1468949,2.5239601
-2.3384519,3.1288655,2.2901868
-2.1359672,3.1016050,2.0564135
-1.9383663,3.0646708,1.8226402
-1.7494391,3.0176204,1.5888669
-1.5729759,2.9600113,1.3550936
-1.3888800,2.8797913,1.3784407
-1.2126603,2.7780032,1.5573069
-1.0546913,2.6634149,1.7361730
-0.9091639,2.5389109,1.9150391
-0.7702691,2.4073755,2.0939053
-0.6320849,2.2715447,2.2118960
-0.4924903,2.1320555,2.1215933
-0.3585167,1.9864143,2.0312907
-0.2377691,1.8311794,1.9409880
-0.1378526,1.6629091,1.8506853
-0.0663722,1.4781616,1.7603827
-0.0318472,1.2945702,1.8026050
-0.0265684,1.1029895,1.8676909
-0.0484340,0.9061366,1.9327768
-0.0962228,0.7098896,1.9978627
-0.1687138,0.5201266,2.0629486
-0.2646859,0.3427259,2.1280345
-0.3814155,0.1845181,2.2173100
-0.5170378,0.0446639,2.3121640
-0.6689705,-0.0783396,2.4070180
-0.8343696,-0.1855924,2.5018720
-1.0103913,-0.2781951,2.5967261
-1.1941915,-0.3572478,2.6915801
-1.3741619,-0.4209490,2.7470422
-1.5544449,-0.4728240,2.7850740
-1.7398561,-0.5146877,2.8231057
-1.9313391,-0.5468434,2.8611375
-2.1298380,-0.5695942,2.8991692
-2.3362967,-0.5832433,2.9372009
-2.5480235,-0.5880834,2.9607785
-2.7428088,-0.5853213,2.8863883
-2.9420976,-0.5754966,2.8119981
-3.1433339,-0.5580951,2.7376079
-3.3439621,-0.5326027,2.6632178
-3.5414264,-0.4985053,2.5888276
-3.7331710,-0.4552886,2.5144374
-3.9166401,-0.4024387,2.4400472
-4.1069086,-0.3322269,2.3933924
-4.2938234,-0.2437738,2.3655193
-4.4649887,-0.1414926,2.3376463
-4.6208310,-0.0257050,2.3097732
-4.7617767,0.1032674,2.2819001
-4.8882524,0.2451030,2.2540271
-5.0013634,0.4005153,2.2316127
-5.1023633,0.5722068,2.2316127
-5.1860984,0.7536707,2.2316127
-5.2503576,0.9421185,2.2316127
-5.2929294,1.1347615,2.2316127
-5.3116023,1.3288111,2.2316127
-5.3041651,1.5214787,1.7255889
